client_id,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,satisfaction_score,age,cohort_label,kmeans_cluster,agglomerative_cluster
C4_40301,Individual,Male,United Kingdom,South East,Investment,No,Agent,5,67,C4_Luxury_Investor,1,1
C1_10049,Individual,Male,Australia,Western Australia,Personal Use,No,Corporate Partnership,4,31,C1_Global_Investor,0,0
C4_40789,Individual,Other,Switzerland,Northeast,Investment,No,Direct,5,51,C4_Luxury_Investor,1,1
C3_30844,Corporate,Not Applicable,United States,Northeast,Investment,No,Agent,4,45,C3_Corporate_Buyer,1,1
C1_10858,Corporate,Not Applicable,UAE,Dubai,Investment,Yes,Agent,4,45,C1_Global_Investor,1,1
C2_20072,Individual,Female,United Kingdom,Midlands,Personal Use,Yes,Social Media,4,28,C2_First_Time_Buyer,0,0
C1_10719,Corporate,Not Applicable,Singapore,East Region,Investment,No,Agent,4,61,C1_Global_Investor,1,1
C4_40217,Individual,Female,Monaco,Les Moneghetti,Personal Use,No,Direct,5,49,C4_Luxury_Investor,1,1
C3_30131,Corporate,Not Applicable,United States,Midwest,Personal Use,Yes,Agent,3,48,C3_Corporate_Buyer,1,0
NX_50473,Individual,Female,United Kingdom,North West,Investment,No,Social Media,2,56,Noise,1,0
C2_20660,Individual,Other,United States,Northeast,Personal Use,No,Agent,4,35,C2_First_Time_Buyer,0,0
C2_20656,Individual,Other,United States,Midwest,Personal Use,Yes,Agent,4,26,C2_First_Time_Buyer,0,0
C2_21425,Individual,Female,United Kingdom,Scotland,Personal Use,Yes,Friend Referral,4,28,C2_First_Time_Buyer,0,0
C4_40024,Individual,Other,United States,Southwest,Investment,No,Corporate Partnership,5,67,C4_Luxury_Investor,1,1
C4_40729,Corporate,Not Applicable,France,French Riviera,Investment,No,Agent,4,54,C4_Luxury_Investor,1,1
NX_50574,Individual,Male,Japan,Nagoya,Investment,No,Agent,2,42,Noise,0,0
C3_30809,Corporate,Not Applicable,United Kingdom,North West,Investment,No,Direct,3,51,C3_Corporate_Buyer,1,1
NX_50076,Individual,Other,Saudi Arabia,Jeddah,Personal Use,No,Direct,4,62,Noise,1,1
C3_30805,Corporate,Not Applicable,United Kingdom,South East,Investment,No,Corporate Partnership,3,46,C3_Corporate_Buyer,1,1
NX_50351,Individual,Male,UAE,Abu Dhabi,Personal Use,Yes,Digital,3,53,Noise,0,0
C4_40626,Individual,Female,France,Normandy,Investment,No,Corporate Partnership,5,63,C4_Luxury_Investor,1,1
C3_30106,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Agent,4,35,C3_Corporate_Buyer,1,1
C2_20385,Individual,Other,United States,Midwest,Personal Use,Yes,Agent,4,23,C2_First_Time_Buyer,0,0
C4_40335,Corporate,Not Applicable,Singapore,North Region,Investment,No,Corporate Partnership,5,69,C4_Luxury_Investor,1,1
C2_20399,Individual,Other,United States,Midwest,Personal Use,Yes,Agent,3,26,C2_First_Time_Buyer,0,0
C2_20195,Individual,Female,Canada,Northeast,Personal Use,Yes,Social Media,4,26,C2_First_Time_Buyer,0,0
C2_20408,Individual,Female,United States,Southeast,Personal Use,Yes,Digital,4,23,C2_First_Time_Buyer,0,0
C4_40324,Corporate,Not Applicable,Switzerland,Geneva,Investment,No,Friend Referral,4,59,C4_Luxury_Investor,1,0
C2_20798,Individual,Female,United Kingdom,North West,Personal Use,Yes,Agent,4,27,C2_First_Time_Buyer,0,0
C2_20475,Individual,Female,United States,Northeast,Personal Use,Yes,Friend Referral,5,35,C2_First_Time_Buyer,0,0
NX_50565,Individual,Other,United Kingdom,Scotland,Investment,No,Social Media,3,63,Noise,1,0
C1_10035,Corporate,Not Applicable,Hong Kong,Hong Kong Island,Investment,No,Direct,5,51,C1_Global_Investor,1,1
C4_40041,Corporate,Not Applicable,Monaco,La Condamine,Investment,No,Direct,4,42,C4_Luxury_Investor,1,1
C2_21345,Individual,Other,United States,Southwest,Personal Use,Yes,Agent,4,30,C2_First_Time_Buyer,0,0
NX_50278,Individual,Male,Saudi Arabia,Riyadh,Investment,Yes,Agent,2,62,Noise,1,0
C2_21359,Individual,Other,United States,Southeast,Personal Use,Yes,Friend Referral,3,22,C2_First_Time_Buyer,0,0
C2_21206,Individual,Other,United States,West Coast,Personal Use,Yes,Digital,4,34,C2_First_Time_Buyer,0,0
C4_40267,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Corporate Partnership,5,36,C4_Luxury_Investor,1,1
C2_20286,Individual,Other,United States,Midwest,Personal Use,Yes,Agent,4,24,C2_First_Time_Buyer,0,0
C1_10349,Corporate,Not Applicable,Japan,Nagoya,Investment,No,Agent,5,49,C1_Global_Investor,1,1
C2_21137,Individual,Female,United States,Midwest,Personal Use,No,Friend Referral,3,32,C2_First_Time_Buyer,0,0
C3_30191,Corporate,Not Applicable,Singapore,North Region,Personal Use,No,Corporate Partnership,3,33,C3_Corporate_Buyer,0,1
NX_50160,Individual,Male,France,Provence,Investment,No,Friend Referral,5,26,Noise,0,1
C4_40467,Individual,Female,UAE,Ras Al Khaimah,Investment,No,Direct,5,56,C4_Luxury_Investor,1,1
C2_20681,Individual,Other,Canada,Quebec,Investment,Yes,Digital,4,33,C2_First_Time_Buyer,0,0
NX_50434,Individual,Male,Switzerland,Geneva,Personal Use,Yes,Social Media,4,50,Noise,1,1
C2_20443,Individual,Male,United States,Southeast,Personal Use,Yes,Agent,4,22,C2_First_Time_Buyer,0,0
C3_30743,Corporate,Not Applicable,United Kingdom,North West,Personal Use,Yes,Agent,2,42,C3_Corporate_Buyer,0,1
C2_20671,Corporate,Female,United States,Northeast,Personal Use,Yes,Digital,4,32,C2_First_Time_Buyer,0,0
C4_40336,Corporate,Not Applicable,Monaco,Monte Carlo,Investment,No,Corporate Partnership,5,51,C4_Luxury_Investor,1,1
C2_20179,Individual,Male,United States,Southwest,Personal Use,Yes,Digital,4,22,C2_First_Time_Buyer,0,0
C3_30298,Corporate,Not Applicable,Germany,Berlin,Investment,Yes,Corporate Partnership,5,32,C3_Corporate_Buyer,1,1
C2_20692,Individual,Male,United States,Northeast,Personal Use,No,Digital,3,23,C2_First_Time_Buyer,0,0
C4_40456,Corporate,Not Applicable,Switzerland,Geneva,Investment,No,Direct,5,39,C4_Luxury_Investor,1,1
C1_10372,Individual,Other,Japan,Northeast,Investment,Yes,Agent,5,35,C1_Global_Investor,1,1
C4_40110,Individual,Other,Switzerland,Basel,Investment,No,Direct,4,51,C4_Luxury_Investor,1,1
C2_20916,Individual,Other,Canada,British Columbia,Personal Use,Yes,Agent,2,22,C2_First_Time_Buyer,0,0
C2_20357,Individual,Male,United Kingdom,Midlands,Personal Use,Yes,Digital,3,33,C2_First_Time_Buyer,0,0
C2_20825,Individual,Other,United States,West Coast,Personal Use,Yes,Social Media,4,25,C2_First_Time_Buyer,0,0
C1_10786,Corporate,Not Applicable,Singapore,Central Region,Investment,No,Agent,4,59,C1_Global_Investor,1,1
C1_10469,Corporate,Not Applicable,Japan,Nagoya,Investment,No,Corporate Partnership,4,64,C1_Global_Investor,1,1
C1_10140,Corporate,Not Applicable,Germany,Hamburg,Investment,No,Direct,4,32,C1_Global_Investor,1,1
C1_10788,Individual,Female,Singapore,East Region,Investment,No,Corporate Partnership,4,43,C1_Global_Investor,1,1
C1_10323,Individual,Male,Japan,Tokyo,Investment,No,Corporate Partnership,3,46,C1_Global_Investor,1,0
C1_10050,Corporate,Not Applicable,Singapore,North Region,Investment,No,Direct,5,31,C1_Global_Investor,1,1
C1_10714,Individual,Female,Hong Kong,Kowloon,Investment,No,Agent,5,50,C1_Global_Investor,1,1
NX_50489,Individual,Other,UAE,Abu Dhabi,Personal Use,No,Corporate Partnership,1,51,Noise,0,0
C3_30340,Corporate,Not Applicable,United States,Midwest,Personal Use,No,Corporate Partnership,3,38,C3_Corporate_Buyer,0,1
C2_21446,Individual,Female,United States,Midwest,Personal Use,Yes,Digital,3,22,C2_First_Time_Buyer,0,0
NX_50413,Individual,Other,Switzerland,Zug,Personal Use,Yes,Corporate Partnership,1,35,Noise,0,0
NX_50019,Individual,Female,United States,West Coast,Personal Use,No,Digital,4,57,Noise,1,1
NX_50196,Individual,Male,Hong Kong,Hong Kong Island,Personal Use,No,Agent,4,59,Noise,1,1
C3_30515,Corporate,Not Applicable,United States,Midwest,Investment,Yes,Agent,3,45,C3_Corporate_Buyer,1,0
C3_30166,Corporate,Not Applicable,Singapore,Central Region,Investment,No,Corporate Partnership,2,53,C3_Corporate_Buyer,1,1
C1_10406,Individual,Male,Hong Kong,Kowloon,Investment,No,Corporate Partnership,5,43,C1_Global_Investor,1,1
C4_40224,Individual,Female,Switzerland,Geneva,Investment,No,Direct,5,63,C4_Luxury_Investor,1,1
C2_20004,Individual,Female,United Kingdom,Midlands,Personal Use,No,Social Media,4,32,C2_First_Time_Buyer,0,0
C4_40287,Corporate,Not Applicable,Monaco,Fontvieille,Investment,No,Friend Referral,5,54,C4_Luxury_Investor,1,1
C1_10890,Corporate,Not Applicable,Hong Kong,Kowloon,Personal Use,No,Agent,4,45,C1_Global_Investor,1,1
C2_21411,Individual,Male,United Kingdom,North West,Personal Use,Yes,Digital,4,28,C2_First_Time_Buyer,0,0
C3_30045,Corporate,Not Applicable,UAE,Dubai,Investment,Yes,Corporate Partnership,4,48,C3_Corporate_Buyer,1,1
NX_50433,Individual,Male,Saudi Arabia,Riyadh,Personal Use,No,Direct,3,72,Noise,1,0
C2_21390,Individual,Female,United States,Southwest,Personal Use,No,Agent,4,22,C2_First_Time_Buyer,0,0
C4_40440,Corporate,Not Applicable,France,Provence,Investment,No,Agent,4,42,C4_Luxury_Investor,1,1
C1_10042,Individual,Other,UAE,Dubai,Investment,No,Corporate Partnership,5,55,C1_Global_Investor,1,1
C3_30330,Corporate,Not Applicable,UAE,Abu Dhabi,Investment,Yes,Digital,5,57,C3_Corporate_Buyer,1,1
C4_40465,Individual,Male,UAE,Dubai,Investment,No,Agent,4,64,C4_Luxury_Investor,1,1
C1_10303,Corporate,Not Applicable,Australia,New South Wales,Investment,No,Corporate Partnership,5,43,C1_Global_Investor,1,1
NX_50113,Individual,Male,Hong Kong,Kowloon,Investment,No,Friend Referral,5,51,Noise,1,1
C4_40247,Corporate,Not Applicable,France,French Riviera,Investment,No,Direct,5,52,C4_Luxury_Investor,1,1
C1_10664,Individual,Male,Hong Kong,Hong Kong Island,Investment,No,Digital,4,48,C1_Global_Investor,1,1
C2_20177,Individual,Male,United States,Southwest,Personal Use,Yes,Social Media,5,24,C2_First_Time_Buyer,0,0
C3_30176,Corporate,Not Applicable,United Kingdom,Scotland,Personal Use,Yes,Agent,3,51,C3_Corporate_Buyer,1,1
C2_20947,Individual,Female,United States,Midwest,Investment,No,Agent,3,29,C2_First_Time_Buyer,0,0
C3_30001,Corporate,Not Applicable,UAE,Abu Dhabi,Personal Use,Yes,Corporate Partnership,3,33,C3_Corporate_Buyer,0,1
C2_20473,Individual,Female,United States,Northeast,Personal Use,No,Digital,4,34,C2_First_Time_Buyer,0,0
C3_30983,Corporate,Not Applicable,United Kingdom,Scotland,Investment,Yes,Corporate Partnership,4,36,C3_Corporate_Buyer,1,1
C4_40020,Individual,Female,UAE,Abu Dhabi,Investment,Yes,Agent,5,48,C4_Luxury_Investor,1,1
C2_21132,Individual,Female,United Kingdom,South East,Personal Use,Yes,Agent,4,31,C2_First_Time_Buyer,0,0
C2_20026,Individual,Other,Australia,Victoria,Personal Use,Yes,Friend Referral,4,29,C2_First_Time_Buyer,0,0
C1_10961,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,Yes,Agent,5,37,C1_Global_Investor,1,1
C3_30389,Corporate,Not Applicable,United States,Midwest,Personal Use,Yes,Agent,5,46,C3_Corporate_Buyer,1,1
C3_30634,Corporate,Not Applicable,Germany,Berlin,Personal Use,Yes,Corporate Partnership,4,36,C3_Corporate_Buyer,1,1
C2_21009,Individual,Other,United States,Southeast,Personal Use,Yes,Digital,4,30,C2_First_Time_Buyer,0,0
C2_21149,Individual,Male,United Kingdom,South East,Personal Use,Yes,Friend Referral,4,35,C2_First_Time_Buyer,0,0
C3_30823,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,No,Digital,3,45,C3_Corporate_Buyer,1,1
C2_21338,Individual,Male,United States,Northeast,Personal Use,No,Digital,3,35,C2_First_Time_Buyer,0,0
C4_40388,Individual,Other,France,French Riviera,Investment,No,Agent,5,59,C4_Luxury_Investor,1,1
C1_10304,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,No,Direct,4,30,C1_Global_Investor,1,1
C2_20440,Individual,Female,United States,Midwest,Personal Use,Yes,Agent,4,33,C2_First_Time_Buyer,0,0
C2_20496,Individual,Female,Australia,New South Wales,Personal Use,Yes,Friend Referral,4,29,C2_First_Time_Buyer,0,0
C3_30152,Corporate,Not Applicable,United States,Southwest,Investment,No,Agent,4,41,C3_Corporate_Buyer,1,1
C3_30375,Corporate,Not Applicable,Singapore,Northeast,Investment,No,Agent,3,58,C3_Corporate_Buyer,1,1
C1_10916,Individual,Other,United Kingdom,Scotland,Personal Use,No,Direct,4,50,C1_Global_Investor,1,1
C4_40682,Individual,Male,Monaco,La Condamine,Investment,No,Corporate Partnership,5,40,C4_Luxury_Investor,1,1
C4_40221,Individual,Female,UAE,Sharjah,Investment,No,Corporate Partnership,4,39,C4_Luxury_Investor,1,1
C3_30272,Corporate,Not Applicable,United Kingdom,Midlands,Investment,Yes,Agent,5,48,C3_Corporate_Buyer,1,1
C2_20624,Individual,Female,United Kingdom,London,Investment,Yes,Agent,4,33,C2_First_Time_Buyer,0,0
C4_40337,Individual,Other,Switzerland,Basel,Investment,No,Direct,5,47,C4_Luxury_Investor,1,1
C1_10821,Individual,Other,United Kingdom,North West,Investment,No,Agent,5,54,C1_Global_Investor,1,1
C4_40464,Individual,Other,France,Normandy,Investment,No,Agent,4,37,C4_Luxury_Investor,1,1
C2_20354,Individual,Other,United States,Northeast,Personal Use,Yes,Agent,3,35,C2_First_Time_Buyer,0,0
NX_50097,Individual,Female,Japan,Kyoto,Investment,No,Social Media,2,43,Noise,0,0
C1_10850,Individual,Female,Japan,Tokyo,Investment,No,Agent,4,60,C1_Global_Investor,1,1
C2_20000,Individual,Female,United States,West Coast,Personal Use,Yes,Friend Referral,4,29,C2_First_Time_Buyer,0,0
C3_30877,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,Yes,Agent,4,34,C3_Corporate_Buyer,1,1
C1_10018,Individual,Other,UAE,Sharjah,Investment,No,Direct,5,46,C1_Global_Investor,1,1
C2_20637,Individual,Other,United States,Southeast,Personal Use,Yes,Friend Referral,4,33,C2_First_Time_Buyer,0,0
C2_20667,Individual,Female,Canada,Alberta,Personal Use,Yes,Digital,2,30,C2_First_Time_Buyer,0,0
C1_10493,Individual,Female,Germany,Berlin,Investment,No,Corporate Partnership,5,33,C1_Global_Investor,1,1
C2_20347,Individual,Other,Canada,Alberta,Personal Use,Yes,Digital,3,34,C2_First_Time_Buyer,0,0
C4_40227,Individual,Other,United Kingdom,London,Personal Use,Yes,Direct,5,57,C4_Luxury_Investor,1,1
NX_50425,Individual,Male,United States,Midwest,Investment,Yes,Agent,5,21,Noise,0,0
C4_40114,Individual,Female,United States,Northeast,Investment,No,Agent,5,38,C4_Luxury_Investor,1,0
C3_30981,Corporate,Not Applicable,UAE,Abu Dhabi,Investment,Yes,Agent,3,50,C3_Corporate_Buyer,1,1
C1_10687,Individual,Female,Singapore,East Region,Investment,No,Direct,5,55,C1_Global_Investor,1,1
C4_40231,Individual,Male,Switzerland,Zurich,Investment,No,Friend Referral,5,45,C4_Luxury_Investor,1,1
C2_20608,Individual,Female,United Kingdom,London,Investment,Yes,Digital,5,34,C2_First_Time_Buyer,0,0
C4_40584,Corporate,Not Applicable,UAE,Northeast,Investment,No,Direct,5,66,C4_Luxury_Investor,1,1
C3_30902,Corporate,Not Applicable,UAE,Ras Al Khaimah,Personal Use,No,Agent,3,55,C3_Corporate_Buyer,1,1
C2_20009,Individual,Male,United States,Southwest,Personal Use,Yes,Direct,4,29,C2_First_Time_Buyer,0,0
C2_21408,Individual,Female,United States,Midwest,Personal Use,Yes,Friend Referral,4,22,C2_First_Time_Buyer,0,0
C2_20092,Individual,Male,United States,Southwest,Personal Use,Yes,Friend Referral,4,34,C2_First_Time_Buyer,0,0
C2_20327,Individual,Female,United Kingdom,South East,Personal Use,Yes,Friend Referral,4,27,C2_First_Time_Buyer,0,0
C2_20677,Individual,Other,Canada,British Columbia,Personal Use,Yes,Digital,2,25,C2_First_Time_Buyer,0,0
C2_20999,Individual,Other,United States,Northeast,Personal Use,No,Friend Referral,4,33,C2_First_Time_Buyer,0,0
C2_20310,Individual,Female,United States,Northeast,Personal Use,Yes,Agent,3,25,C2_First_Time_Buyer,0,0
C3_30758,Corporate,Not Applicable,United Kingdom,London,Investment,No,Corporate Partnership,5,50,C3_Corporate_Buyer,1,1
C2_20987,Individual,Male,United Kingdom,North West,Personal Use,Yes,Direct,4,34,C2_First_Time_Buyer,0,0
C4_40148,Individual,Male,Switzerland,Geneva,Investment,No,Agent,5,54,C4_Luxury_Investor,1,1
C1_10344,Individual,Female,UAE,Ras Al Khaimah,Investment,No,Agent,4,47,C1_Global_Investor,1,1
NX_50082,Individual,Other,UAE,Abu Dhabi,Investment,No,Direct,2,21,Noise,0,0
C1_10986,Corporate,Not Applicable,Singapore,Central Region,Investment,No,Direct,5,64,C1_Global_Investor,1,1
NX_50144,Individual,Other,Hong Kong,Kowloon,Personal Use,No,Digital,1,40,Noise,0,0
C4_40307,Individual,Male,UAE,Abu Dhabi,Investment,No,Corporate Partnership,4,50,C4_Luxury_Investor,1,1
NX_50123,Corporate,Not Applicable,Germany,Bavaria,Personal Use,Yes,Agent,1,67,Noise,1,0
C4_40502,Individual,Male,Switzerland,Basel,Investment,No,Direct,5,40,C4_Luxury_Investor,1,1
C3_30591,Corporate,Not Applicable,United States,West Coast,Investment,Yes,Digital,4,45,C3_Corporate_Buyer,1,1
C4_40461,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Friend Referral,5,37,C4_Luxury_Investor,1,1
C2_20142,Individual,Other,United Kingdom,North West,Personal Use,Yes,Social Media,5,23,C2_First_Time_Buyer,0,0
C2_21358,Individual,Other,United States,West Coast,Personal Use,Yes,Friend Referral,5,29,C2_First_Time_Buyer,0,0
C2_20198,Individual,Other,United States,Northeast,Personal Use,Yes,Friend Referral,2,34,C2_First_Time_Buyer,0,0
C1_10085,Individual,Female,Australia,Victoria,Investment,No,Direct,5,52,C1_Global_Investor,1,1
C2_20518,Individual,Female,United States,West Coast,Investment,Yes,Agent,5,33,C2_First_Time_Buyer,0,0
C1_10516,Individual,Other,Canada,Alberta,Investment,No,Corporate Partnership,5,54,C1_Global_Investor,1,1
C2_20381,Individual,Female,United States,Southeast,Personal Use,Yes,Digital,5,29,C2_First_Time_Buyer,0,0
C3_30216,Corporate,Not Applicable,Germany,Berlin,Investment,No,Corporate Partnership,3,50,C3_Corporate_Buyer,1,1
C3_30584,Corporate,Not Applicable,UAE,Dubai,Investment,No,Corporate Partnership,3,30,C3_Corporate_Buyer,1,1
C2_20014,Individual,Other,United States,Midwest,Personal Use,Yes,Friend Referral,2,24,C2_First_Time_Buyer,0,0
C1_10128,Individual,Male,Canada,Alberta,Investment,No,Agent,4,51,C1_Global_Investor,1,1
C2_20364,Individual,Male,United Kingdom,Midlands,Personal Use,No,Agent,5,23,C2_First_Time_Buyer,0,1
C4_40123,Corporate,Not Applicable,Switzerland,Northeast,Investment,No,Corporate Partnership,5,53,C4_Luxury_Investor,1,1
NX_50570,Individual,Other,Saudi Arabia,Riyadh,Personal Use,No,Direct,5,26,Noise,0,1
C1_10891,Corporate,Not Applicable,Canada,Alberta,Investment,No,Direct,5,51,C1_Global_Investor,1,1
C3_30293,Corporate,Not Applicable,UAE,Dubai,Investment,Yes,Corporate Partnership,5,54,C3_Corporate_Buyer,1,1
C4_40738,Individual,Other,UAE,Dubai,Investment,No,Friend Referral,4,54,C4_Luxury_Investor,1,1
C2_20359,Individual,Other,Canada,Quebec,Personal Use,No,Digital,4,22,C2_First_Time_Buyer,0,0
C1_10307,Individual,Female,Germany,Bavaria,Investment,No,Agent,5,32,C1_Global_Investor,1,1
C2_20661,Individual,Male,United States,Southwest,Personal Use,Yes,Direct,3,24,C2_First_Time_Buyer,0,0
C2_21431,Individual,Male,United States,Northeast,Personal Use,Yes,Social Media,4,34,C2_First_Time_Buyer,0,0
C4_40434,Corporate,Not Applicable,Singapore,Central Region,Personal Use,No,Agent,5,50,C4_Luxury_Investor,1,1
C2_20317,Individual,Other,United States,Southeast,Personal Use,Yes,Social Media,3,26,C2_First_Time_Buyer,0,0
C4_40803,Individual,Male,Monaco,Les Moneghetti,Investment,No,Friend Referral,5,64,C4_Luxury_Investor,1,1
C2_21474,Individual,Other,Australia,Queensland,Personal Use,No,Digital,5,23,C2_First_Time_Buyer,0,0
C3_30042,Corporate,Not Applicable,UAE,Dubai,Personal Use,No,Agent,3,48,C3_Corporate_Buyer,1,1
C2_20246,Individual,Other,United States,West Coast,Personal Use,Yes,Friend Referral,4,34,C2_First_Time_Buyer,0,0
C2_20208,Individual,Male,United States,Southeast,Personal Use,Yes,Agent,2,25,C2_First_Time_Buyer,0,0
C1_10216,Individual,Male,Hong Kong,Kowloon,Investment,No,Agent,4,58,C1_Global_Investor,1,1
C4_40792,Individual,Other,United Kingdom,Northeast,Investment,No,Corporate Partnership,5,46,C4_Luxury_Investor,1,1
C3_30562,Corporate,Not Applicable,Germany,North Rhine-Westphalia,Investment,No,Corporate Partnership,3,57,C3_Corporate_Buyer,1,1
C2_20239,Individual,Other,United States,West Coast,Personal Use,Yes,Digital,2,29,C2_First_Time_Buyer,0,0
C2_21289,Individual,Other,United States,Northeast,Personal Use,Yes,Friend Referral,4,30,C2_First_Time_Buyer,0,0
C3_30240,Corporate,Not Applicable,UAE,Abu Dhabi,Investment,No,Agent,5,38,C3_Corporate_Buyer,1,1
C1_10275,Individual,Male,Australia,Victoria,Investment,No,Direct,5,53,C1_Global_Investor,1,1
C1_10489,Corporate,Not Applicable,Canada,Alberta,Investment,No,Digital,5,50,C1_Global_Investor,1,1
C2_20035,Individual,Other,United Kingdom,Midlands,Personal Use,No,Friend Referral,4,24,C2_First_Time_Buyer,0,0
C2_20229,Individual,Female,United States,Southeast,Personal Use,Yes,Friend Referral,3,27,C2_First_Time_Buyer,0,0
NX_50185,Individual,Male,Monaco,La Condamine,Personal Use,No,Direct,4,57,Noise,1,1
C2_20008,Individual,Male,United Kingdom,North West,Personal Use,Yes,Digital,4,35,C2_First_Time_Buyer,0,0
NX_50289,Individual,Male,Japan,Kyoto,Investment,Yes,Social Media,1,25,Noise,0,0
C4_40526,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,No,Agent,5,36,C4_Luxury_Investor,1,1
C3_30682,Corporate,Not Applicable,United States,Southwest,Investment,No,Direct,4,39,C3_Corporate_Buyer,1,1
C3_30032,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Agent,4,39,C3_Corporate_Buyer,1,1
C4_40669,Individual,Other,United Kingdom,Scotland,Investment,No,Direct,5,52,C4_Luxury_Investor,1,1
C2_20058,Individual,Male,Canada,Quebec,Personal Use,Yes,Agent,4,27,C2_First_Time_Buyer,0,0
C2_21166,Individual,Male,United States,Northeast,Personal Use,No,Friend Referral,3,33,C2_First_Time_Buyer,0,0
NX_50178,Individual,Other,Canada,Ontario,Investment,Yes,Agent,1,65,Noise,1,0
C1_10281,Individual,Female,United Kingdom,Northeast,Personal Use,No,Agent,5,49,C1_Global_Investor,1,1
C4_40065,Individual,Male,Monaco,Fontvieille,Investment,No,Corporate Partnership,5,67,C4_Luxury_Investor,1,1
C2_20316,Individual,Male,United States,Northeast,Personal Use,Yes,Friend Referral,3,24,C2_First_Time_Buyer,0,0
NX_50578,Individual,Male,France,Normandy,Investment,Yes,Agent,3,41,Noise,0,0
C1_10968,Corporate,Not Applicable,Canada,Quebec,Investment,No,Direct,5,62,C1_Global_Investor,1,1
C3_30626,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,Yes,Corporate Partnership,3,37,C3_Corporate_Buyer,1,1
C4_40420,Corporate,Not Applicable,United States,West Coast,Investment,No,Agent,4,46,C4_Luxury_Investor,1,1
C3_30666,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Agent,2,52,C3_Corporate_Buyer,1,1
C4_40019,Corporate,Not Applicable,Switzerland,Zug,Investment,No,Agent,4,55,C4_Luxury_Investor,1,1
C1_10619,Corporate,Not Applicable,Canada,Alberta,Investment,No,Direct,5,56,C1_Global_Investor,1,1
C3_30846,Corporate,Not Applicable,UAE,Sharjah,Personal Use,No,Corporate Partnership,4,46,C3_Corporate_Buyer,1,1
C2_20742,Individual,Other,United Kingdom,London,Personal Use,No,Direct,4,24,C2_First_Time_Buyer,0,0
C2_20390,Individual,Male,United States,Southwest,Personal Use,Yes,Digital,3,35,C2_First_Time_Buyer,0,0
C4_40550,Corporate,Not Applicable,Monaco,La Condamine,Investment,No,Agent,5,66,C4_Luxury_Investor,1,1
C2_20847,Individual,Male,United States,Southwest,Personal Use,Yes,Digital,4,24,C2_First_Time_Buyer,0,0
C2_20579,Individual,Male,United States,Southeast,Personal Use,Yes,Digital,2,22,C2_First_Time_Buyer,0,0
C2_20655,Individual,Female,United States,Southeast,Investment,Yes,Friend Referral,5,31,C2_First_Time_Buyer,0,0
C2_21352,Individual,Other,United States,West Coast,Personal Use,Yes,Direct,4,25,C2_First_Time_Buyer,0,0
C2_21212,Individual,Other,United Kingdom,North West,Personal Use,Yes,Agent,3,33,C2_First_Time_Buyer,0,0
C2_21020,Individual,Male,United States,Midwest,Personal Use,Yes,Direct,5,33,C2_First_Time_Buyer,0,0
NX_50572,Individual,Male,France,Northeast,Investment,Yes,Social Media,3,63,Noise,1,0
C2_20956,Individual,Female,United States,West Coast,Investment,Yes,Friend Referral,3,31,C2_First_Time_Buyer,0,0
C2_20307,Individual,Male,United States,Northeast,Personal Use,Yes,Direct,4,35,C2_First_Time_Buyer,0,0
C2_21003,Individual,Male,United States,West Coast,Investment,Yes,Friend Referral,4,35,C2_First_Time_Buyer,0,0
NX_50055,Individual,Other,Australia,New South Wales,Personal Use,Yes,Corporate Partnership,4,54,Noise,1,1
C1_10575,Corporate,Not Applicable,Hong Kong,New Territories,Investment,Yes,Digital,4,45,C1_Global_Investor,1,1
C4_40589,Individual,Female,United Kingdom,London,Investment,No,Corporate Partnership,4,63,C4_Luxury_Investor,1,1
C4_40819,Corporate,Not Applicable,France,Northeast,Investment,No,Corporate Partnership,5,56,C4_Luxury_Investor,1,1
NX_50036,Individual,Other,Monaco,Les Moneghetti,Personal Use,Yes,Friend Referral,2,60,Noise,0,0
C2_20706,Individual,Female,United States,Southeast,Personal Use,Yes,Digital,3,26,C2_First_Time_Buyer,0,0
C4_40242,Corporate,Not Applicable,Switzerland,Geneva,Investment,No,Direct,5,61,C4_Luxury_Investor,1,1
C3_30970,Corporate,Not Applicable,Singapore,Central Region,Investment,Yes,Agent,5,35,C3_Corporate_Buyer,1,1
C2_20280,Individual,Other,United Kingdom,London,Personal Use,Yes,Social Media,5,27,C2_First_Time_Buyer,0,0
C1_10861,Individual,Other,Japan,Nagoya,Investment,No,Agent,5,30,C1_Global_Investor,1,1
C4_40645,Individual,Other,UAE,Ras Al Khaimah,Investment,No,Agent,5,45,C4_Luxury_Investor,1,1
C2_20801,Individual,Female,United Kingdom,London,Personal Use,No,Agent,2,22,C2_First_Time_Buyer,0,0
C2_20628,Individual,Male,United States,West Coast,Personal Use,Yes,Friend Referral,4,23,C2_First_Time_Buyer,0,0
