client_id,cohort_label,client_type,gender,country,region,date_of_birth,acquisition_purpose,loan_applied,referral_channel,satisfaction_score
C1_10115,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,New Territories,1966-11-08,Investment,No,Agent,4
C2_20821,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1989-10-14,,Yes,Friend Referral,2
C2_20494,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1997-06-17,Personal Use,Yes,Digital,3
C2_21401,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1997-01-13,Personal Use,Yes,Direct,1
C2_20232,C2_First_Time_Buyer,Individual,Female,Canada,British Columbia,1993-07-14,Personal Use,,Digital,4
C3_30161,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1993-06-26,,Yes,Direct,5
C4_40600,C4_Luxury_Investor,Corporate,,France,Île-de-France,1974-01-13,Investment,No,Corporate Partnership,5
NX_50173,Noise,Individual,Other,Switzerland,Zug,1999-05-13,Personal Use,Yes,Direct,4
C2_20153,C2_First_Time_Buyer,Individual,Female,United States,Southeast,1994-05-18,Investment,,Agent,4
C4_40348,C4_Luxury_Investor,Corporate,Not Applicable,United States,West Coast,1970-05-06,Investment,No,Direct,5
C1_10057,C1_Global_Investor,Individual,Other,United Kingdom,South East,1962-07-26,Investment,No,Direct,5
C4_40604,C4_Luxury_Investor,Individual,Female,United Kingdom,Midlands,1970-11-11,Investment,No,Corporate Partnership,5
C4_40788,C4_Luxury_Investor,Individual,Female,Switzerland,,1982-08-01,Investment,No,Agent,4
NX_50545,Noise,Individual,Female,Canada,British Columbia,1988-02-07,Personal Use,No,Social Media,5
C2_20735,C2_First_Time_Buyer,Individual,Other,Australia,New South Wales,1998-01-12,Personal Use,Yes,Digital,4
C2_21196,C2_First_Time_Buyer,Individual,Male,United Kingdom,South East,1998-12-03,Personal Use,Yes,Friend Referral,3
C4_40053,C4_Luxury_Investor,Individual,Female,Switzerland,Zug,1974-07-28,Investment,No,Direct,5
C2_21475,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1988-07-20,Personal Use,Yes,Digital,4
C3_30064,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,South East,1992-04-25,Personal Use,Yes,Corporate Partnership,2
C3_30658,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southwest,1978-05-21,Investment,Yes,Corporate Partnership,3
C4_40534,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Basel,1986-09-07,Investment,No,Direct,5
C4_40155,C4_Luxury_Investor,Corporate,Not Applicable,UAE,Ras Al Khaimah,1978-08-05,Investment,No,Direct,5
C1_10707,C1_Global_Investor,Corporate,Not Applicable,Singapore,West Region,1963-07-26,Investment,No,Digital,3
C4_40780,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,La Condamine,1976-06-29,Investment,No,Corporate Partnership,5
C2_20093,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1995-08-05,Personal Use,Yes,Agent,3
NX_50439,Noise,Corporate,Not Applicable,Switzerland,Basel,1961-02-28,Personal Use,,Friend Referral,4
C2_20376,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1999-12-06,Personal Use,Yes,Social Media,1
NX_50513,Noise,Corporate,Not Applicable,Singapore,North Region,1978-07-19,Personal Use,No,Direct,2
C1_10072,C1_Global_Investor,Individual,Male,Japan,Nagoya,1986-07-11,Investment,Yes,Corporate Partnership,4
C2_20922,C2_First_Time_Buyer,Individual,Female,United States,Southwest,1999-10-08,Personal Use,Yes,Friend Referral,3
C3_30673,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Sharjah,1984-07-31,Investment,No,Direct,4
C2_20764,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1990-06-14,Investment,Yes,Digital,3
C1_10743,C1_Global_Investor,Individual,,Australia,,1992-05-21,Investment,No,Agent,5
C4_40818,C4_Luxury_Investor,Corporate,Not Applicable,United Kingdom,Scotland,1977-11-20,Investment,No,Agent,5
C2_20005,C2_First_Time_Buyer,Individual,Male,United Kingdom,Scotland,1998-09-28,Personal Use,Yes,Agent,3
C3_30168,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southeast,1991-06-02,Investment,Yes,Direct,2
C2_20190,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1997-07-08,Personal Use,Yes,Social Media,5
NX_50231,Noise,Individual,Male,UAE,Ras Al Khaimah,1949-04-21,Personal Use,No,Agent,2
C3_30101,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Midwest,1972-08-23,Personal Use,Yes,Corporate Partnership,4
C2_20125,C2_First_Time_Buyer,Individual,,United States,Southeast,1991-02-21,Personal Use,Yes,Digital,3
C2_20241,C2_First_Time_Buyer,Individual,Male,Canada,Ontario,1991-03-07,Personal Use,Yes,Digital,3
NX_50206,Noise,Individual,,UAE,Sharjah,1994-07-15,Investment,No,Agent,3
C4_40630,C4_Luxury_Investor,Individual,,Switzerland,Basel,1967-10-09,,No,Direct,5
C3_30942,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Midwest,1976-03-25,Investment,Yes,Agent,4
C1_10998,C1_Global_Investor,Corporate,Not Applicable,Singapore,Central Region,1993-12-27,Investment,No,Direct,5
C3_30886,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,East Region,1991-01-08,Investment,Yes,Direct,4
C3_30184,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southwest,1967-03-15,Personal Use,Yes,Corporate Partnership,5
C2_20577,C2_First_Time_Buyer,Individual,Female,United States,Southwest,1997-06-17,Personal Use,Yes,Digital,4
NX_50390,Noise,Individual,Female,Canada,Alberta,1980-09-28,Personal Use,No,Digital,3
C2_20826,C2_First_Time_Buyer,Individual,Female,United Kingdom,Midlands,1996-12-26,Personal Use,Yes,Social Media,5
C3_30792,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Midlands,1982-11-15,Investment,Yes,Direct,4
NX_50589,Noise,Individual,Female,Australia,Queensland,1982-02-27,Personal Use,No,Social Media,2
C4_40036,C4_Luxury_Investor,Corporate,Not Applicable,France,Île-de-France,1986-12-18,Investment,No,Friend Referral,4
C1_10440,C1_Global_Investor,Individual,Other,UAE,Sharjah,1983-06-06,Investment,No,,5
NX_50551,Noise,Corporate,Not Applicable,United States,Southeast,1993-07-10,Personal Use,Yes,,3
C2_20100,C2_First_Time_Buyer,Individual,Female,United Kingdom,London,1997-02-18,Personal Use,Yes,Social Media,4
C4_40510,C4_Luxury_Investor,Corporate,Not Applicable,Singapore,Central Region,1971-02-16,Investment,No,Agent,5
C3_30558,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Midwest,1971-07-31,Personal Use,Yes,Agent,3
C1_10649,C1_Global_Investor,Individual,Male,Hong Kong,Hong Kong Island,1965-01-04,Investment,No,Direct,4
C2_20546,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1992-06-20,Personal Use,Yes,Friend Referral,5
NX_50356,Noise,Corporate,Not Applicable,Monaco,Fontvieille,1982-12-29,Personal Use,No,Digital,4
C4_40060,C4_Luxury_Investor,Individual,Male,United States,Southeast,1981-10-20,Investment,No,Direct,5
C4_40386,C4_Luxury_Investor,Individual,Other,Switzerland,Geneva,1983-01-16,Investment,No,Direct,5
C4_40241,C4_Luxury_Investor,Corporate,Not Applicable,United States,Midwest,1972-08-11,Investment,No,Direct,5
C1_10630,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,London,1966-04-19,Investment,No,Direct,5
C1_10672,C1_Global_Investor,Individual,Female,Singapore,Central Region,1968-01-22,Investment,No,Agent,5
C2_20249,C2_First_Time_Buyer,Individual,Female,United States,Southwest,1997-12-26,Personal Use,Yes,Digital,4
C1_10482,C1_Global_Investor,Individual,Other,Australia,Victoria,1991-03-24,Investment,No,Corporate Partnership,4
C2_20584,C2_First_Time_Buyer,Individual,Female,United States,Midwest,2001-05-28,Personal Use,No,Digital,4
C3_30574,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Midlands,1986-05-20,Investment,No,Agent,5
NX_50227,Noise,Individual,,United Kingdom,North West,1978-02-16,Personal Use,No,Corporate Partnership,3
C3_30538,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Hamburg,1991-07-03,Personal Use,Yes,Agent,5
C2_20462,C2_First_Time_Buyer,Individual,Female,United Kingdom,,2001-08-04,Personal Use,Yes,Social Media,5
C4_40429,C4_Luxury_Investor,Corporate,Not Applicable,UAE,Ras Al Khaimah,1959-08-02,Investment,No,Agent,5
C4_40121,C4_Luxury_Investor,Individual,Other,Monaco,Les Moneghetti,1981-09-10,Investment,No,Direct,5
C3_30078,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1971-10-09,Investment,No,Agent,4
C4_40301,C4_Luxury_Investor,Individual,Male,United Kingdom,South East,1956-04-01,Investment,No,Agent,5
C1_10049,C1_Global_Investor,Individual,Male,Australia,Western Australia,1992-09-09,Personal Use,No,Corporate Partnership,4
C4_40789,C4_Luxury_Investor,Individual,Other,Switzerland,,1972-10-10,Investment,No,Direct,5
C3_30844,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Northeast,1978-01-01,Investment,No,Agent,4
C1_10858,C1_Global_Investor,Corporate,Not Applicable,UAE,Dubai,1978-03-03,Investment,Yes,Agent,4
C2_20072,C2_First_Time_Buyer,Individual,Female,United Kingdom,Midlands,1995-01-01,Personal Use,Yes,Social Media,4
C1_10719,C1_Global_Investor,Corporate,Not Applicable,Singapore,East Region,1962-07-23,Investment,No,Agent,4
C4_40217,C4_Luxury_Investor,Individual,Female,Monaco,Les Moneghetti,1974-05-18,Personal Use,,Direct,5
C3_30131,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Midwest,1975-03-01,Personal Use,Yes,Agent,3
NX_50473,Noise,Individual,Female,United Kingdom,North West,1967-02-25,,No,Social Media,2
C2_20660,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1988-01-22,Personal Use,,,4
C2_20656,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1997-10-25,Personal Use,Yes,Agent,4
C2_21425,C2_First_Time_Buyer,Individual,Female,United Kingdom,Scotland,1995-04-09,Personal Use,Yes,Friend Referral,4
C4_40024,C4_Luxury_Investor,Individual,Other,United States,Southwest,1956-09-07,Investment,No,Corporate Partnership,5
C4_40729,C4_Luxury_Investor,Corporate,Not Applicable,France,French Riviera,1969-03-30,Investment,No,,4
NX_50574,Noise,Individual,Male,Japan,Nagoya,1981-07-04,Investment,,Agent,2
C3_30809,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,North West,1972-04-15,Investment,No,Direct,3
NX_50076,Noise,Individual,,Saudi Arabia,Jeddah,1961-11-27,Personal Use,No,Direct,4
C3_30805,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,South East,1977-04-11,Investment,No,Corporate Partnership,3
NX_50351,Noise,Individual,Male,UAE,Abu Dhabi,1970-01-09,Personal Use,Yes,Digital,3
C4_40626,C4_Luxury_Investor,Individual,Female,France,Normandy,1960-01-10,,,Corporate Partnership,5
C3_30106,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Sharjah,1988-12-10,Investment,No,Agent,4
C2_20385,C2_First_Time_Buyer,Individual,Other,United States,Midwest,2000-09-26,Personal Use,Yes,Agent,4
C4_40335,C4_Luxury_Investor,Corporate,Not Applicable,Singapore,North Region,1954-05-19,,No,Corporate Partnership,5
C2_20399,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1997-08-27,Personal Use,Yes,Agent,3
C2_20195,C2_First_Time_Buyer,Individual,Female,Canada,,1997-03-27,Personal Use,Yes,Social Media,4
C2_20408,C2_First_Time_Buyer,Individual,Female,United States,Southeast,2000-04-09,Personal Use,Yes,Digital,4
C4_40324,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Geneva,1964-04-02,Investment,,Friend Referral,4
C2_20798,C2_First_Time_Buyer,Individual,Female,United Kingdom,North West,1996-02-20,Personal Use,Yes,Agent,4
C2_20475,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1988-03-24,Personal Use,Yes,Friend Referral,5
NX_50565,Noise,Individual,Other,United Kingdom,Scotland,1960-08-05,Investment,No,Social Media,3
C1_10035,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,Hong Kong Island,1972-05-30,Investment,No,Direct,5
C4_40041,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,La Condamine,1981-07-16,Investment,No,Direct,4
C2_21345,C2_First_Time_Buyer,Individual,Other,United States,Southwest,1993-04-01,Personal Use,Yes,Agent,4
NX_50278,Noise,Individual,Male,Saudi Arabia,Riyadh,1961-04-12,Investment,Yes,Agent,2
C2_21359,C2_First_Time_Buyer,Individual,Other,United States,Southeast,2001-05-01,Personal Use,Yes,Friend Referral,3
C2_21206,C2_First_Time_Buyer,Individual,Other,United States,West Coast,1989-07-20,Personal Use,Yes,Digital,4
C4_40267,C4_Luxury_Investor,Corporate,Not Applicable,United Kingdom,Midlands,1987-01-08,Investment,No,Corporate Partnership,5
C2_20286,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1999-07-21,Personal Use,Yes,Agent,4
C1_10349,C1_Global_Investor,Corporate,Not Applicable,Japan,Nagoya,1974-07-28,Investment,No,Agent,5
C2_21137,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1991-11-11,Personal Use,,Friend Referral,3
C3_30191,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,North Region,1990-06-25,Personal Use,No,Corporate Partnership,3
NX_50160,Noise,Individual,Male,France,Provence,1997-01-07,Investment,No,Friend Referral,5
C4_40467,C4_Luxury_Investor,Individual,Female,UAE,Ras Al Khaimah,1967-05-25,Investment,No,Direct,5
C2_20681,C2_First_Time_Buyer,Individual,Other,Canada,Quebec,1990-05-30,Investment,Yes,Digital,4
NX_50434,Noise,Individual,Male,Switzerland,Geneva,1973-05-30,Personal Use,Yes,Social Media,4
C2_20443,C2_First_Time_Buyer,Individual,Male,United States,Southeast,2001-05-03,Personal Use,Yes,,4
C3_30743,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,North West,1981-04-25,Personal Use,Yes,Agent,2
C2_20671,C2_First_Time_Buyer,Corporate,Female,United States,Northeast,1991-11-30,Personal Use,Yes,Digital,4
C4_40336,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,Monte Carlo,1972-02-16,Investment,No,Corporate Partnership,5
C2_20179,C2_First_Time_Buyer,Individual,Male,United States,Southwest,2001-11-24,Personal Use,Yes,Digital,4
C3_30298,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Berlin,1991-12-20,Investment,Yes,Corporate Partnership,5
C2_20692,C2_First_Time_Buyer,Individual,Male,United States,Northeast,2000-10-21,Personal Use,,Digital,3
C4_40456,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Geneva,1984-03-26,Investment,No,Direct,5
C1_10372,C1_Global_Investor,Individual,Other,Japan,,1988-09-18,Investment,Yes,Agent,5
C4_40110,C4_Luxury_Investor,Individual,Other,Switzerland,Basel,1972-10-28,Investment,No,Direct,4
C2_20916,C2_First_Time_Buyer,Individual,Other,Canada,British Columbia,2001-10-17,Personal Use,Yes,Agent,2
C2_20357,C2_First_Time_Buyer,Individual,Male,United Kingdom,Midlands,1990-04-04,Personal Use,Yes,Digital,3
C2_20825,C2_First_Time_Buyer,Individual,Other,United States,West Coast,1998-08-09,Personal Use,Yes,Social Media,4
C1_10786,C1_Global_Investor,Corporate,Not Applicable,Singapore,Central Region,1964-07-23,Investment,No,Agent,4
C1_10469,C1_Global_Investor,Corporate,Not Applicable,Japan,Nagoya,1959-06-13,Investment,No,Corporate Partnership,4
C1_10140,C1_Global_Investor,Corporate,Not Applicable,Germany,Hamburg,1991-05-03,Investment,No,Direct,4
C1_10788,C1_Global_Investor,Individual,Female,Singapore,East Region,1980-08-30,Investment,No,Corporate Partnership,4
C1_10323,C1_Global_Investor,Individual,Male,Japan,Tokyo,1977-02-21,Investment,,Corporate Partnership,3
C1_10050,C1_Global_Investor,Corporate,Not Applicable,Singapore,North Region,1992-06-20,Investment,No,Direct,5
C1_10714,C1_Global_Investor,Individual,Female,Hong Kong,Kowloon,1973-05-20,Investment,No,Agent,5
NX_50489,Noise,Individual,,UAE,Abu Dhabi,1972-07-14,Personal Use,No,Corporate Partnership,1
C3_30340,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Midwest,1985-04-11,Personal Use,No,Corporate Partnership,3
C2_21446,C2_First_Time_Buyer,Individual,Female,United States,Midwest,2001-07-09,Personal Use,Yes,Digital,3
NX_50413,Noise,Individual,Other,Switzerland,Zug,1988-06-02,Personal Use,Yes,Corporate Partnership,1
NX_50019,Noise,Individual,Female,United States,West Coast,1966-03-26,Personal Use,No,Digital,4
NX_50196,Noise,Individual,Male,Hong Kong,Hong Kong Island,1964-10-12,Personal Use,No,Agent,4
C3_30515,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Midwest,1978-04-26,Investment,Yes,Agent,3
C3_30166,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,Central Region,1970-05-09,,No,Corporate Partnership,2
C1_10406,C1_Global_Investor,Individual,Male,Hong Kong,Kowloon,1980-11-03,Investment,No,Corporate Partnership,5
C4_40224,C4_Luxury_Investor,Individual,Female,Switzerland,Geneva,1960-06-19,Investment,No,Direct,5
C2_20004,C2_First_Time_Buyer,Individual,Female,United Kingdom,Midlands,1991-04-20,Personal Use,No,Social Media,4
C4_40287,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,Fontvieille,1969-03-12,Investment,No,Friend Referral,5
C1_10890,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,Kowloon,1978-09-27,Personal Use,No,Agent,4
C2_21411,C2_First_Time_Buyer,Individual,Male,United Kingdom,North West,1995-10-21,Personal Use,Yes,Digital,4
C3_30045,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1975-09-13,Investment,Yes,Corporate Partnership,4
NX_50433,Noise,Individual,Male,Saudi Arabia,Riyadh,1951-07-26,Personal Use,No,Direct,3
C2_21390,C2_First_Time_Buyer,Individual,Female,United States,Southwest,2001-12-15,Personal Use,No,,4
C4_40440,C4_Luxury_Investor,Corporate,Not Applicable,France,Provence,1981-06-01,Investment,No,Agent,4
C1_10042,C1_Global_Investor,Individual,,UAE,Dubai,1968-12-05,Investment,No,Corporate Partnership,5
C3_30330,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1966-09-11,Investment,Yes,Digital,5
C4_40465,C4_Luxury_Investor,Individual,Male,UAE,Dubai,1959-08-17,Investment,No,Agent,4
C1_10303,C1_Global_Investor,Corporate,Not Applicable,Australia,New South Wales,1980-11-09,Investment,No,Corporate Partnership,5
NX_50113,Noise,Individual,Male,Hong Kong,Kowloon,1972-03-07,Investment,No,Friend Referral,5
C4_40247,C4_Luxury_Investor,Corporate,,France,French Riviera,1971-09-02,Investment,No,Direct,5
C1_10664,C1_Global_Investor,Individual,Male,Hong Kong,Hong Kong Island,1975-03-05,Investment,No,Digital,4
C2_20177,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1999-06-03,Personal Use,Yes,Social Media,5
C3_30176,C3_Corporate_Buyer,Corporate,,United Kingdom,Scotland,1972-10-27,Personal Use,Yes,Agent,3
C2_20947,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1994-04-20,Investment,No,Agent,3
C3_30001,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1990-04-18,Personal Use,Yes,Corporate Partnership,3
C2_20473,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1989-05-16,Personal Use,No,Digital,4
C3_30983,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Scotland,1987-02-07,Investment,Yes,Corporate Partnership,4
C4_40020,C4_Luxury_Investor,Individual,Female,UAE,Abu Dhabi,1975-12-31,Investment,Yes,Agent,5
C2_21132,C2_First_Time_Buyer,Individual,Female,United Kingdom,South East,1992-07-23,Personal Use,Yes,,4
C2_20026,C2_First_Time_Buyer,Individual,Other,Australia,Victoria,1994-12-22,Personal Use,Yes,Friend Referral,4
C1_10961,C1_Global_Investor,Corporate,Not Applicable,UAE,Ras Al Khaimah,1986-09-14,Investment,Yes,Agent,5
C3_30389,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Midwest,1977-03-22,Personal Use,Yes,Agent,5
C3_30634,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Berlin,1987-12-03,Personal Use,Yes,Corporate Partnership,4
C2_21009,C2_First_Time_Buyer,Individual,,United States,Southeast,1993-04-06,Personal Use,Yes,Digital,4
C2_21149,C2_First_Time_Buyer,Individual,Male,United Kingdom,South East,1988-03-21,Personal Use,Yes,Friend Referral,4
C3_30823,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Ras Al Khaimah,1978-07-10,Investment,No,Digital,3
C2_21338,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1988-04-24,Personal Use,,Digital,3
C4_40388,C4_Luxury_Investor,Individual,,France,French Riviera,1964-01-08,Investment,No,Agent,5
C1_10304,C1_Global_Investor,Corporate,Not Applicable,UAE,Ras Al Khaimah,1993-01-13,Investment,No,Direct,4
C2_20440,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1990-05-27,Personal Use,Yes,Agent,4
C2_20496,C2_First_Time_Buyer,Individual,Female,Australia,New South Wales,1994-12-05,Personal Use,Yes,Friend Referral,4
C3_30152,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southwest,1982-07-24,Investment,No,Agent,4
C3_30375,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,,1965-03-12,Investment,No,Agent,3
C1_10916,C1_Global_Investor,Individual,Other,United Kingdom,Scotland,1973-11-15,Personal Use,No,Direct,4
C4_40682,C4_Luxury_Investor,Individual,Male,Monaco,La Condamine,1983-04-09,Investment,No,Corporate Partnership,5
C4_40221,C4_Luxury_Investor,Individual,Female,UAE,Sharjah,1984-11-09,Investment,No,Corporate Partnership,4
C3_30272,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Midlands,1975-02-16,Investment,Yes,Agent,5
C2_20624,C2_First_Time_Buyer,Individual,Female,United Kingdom,London,1990-02-22,,Yes,Agent,4
C4_40337,C4_Luxury_Investor,Individual,Other,Switzerland,Basel,1976-12-08,Investment,No,Direct,5
C1_10821,C1_Global_Investor,Individual,Other,United Kingdom,North West,1969-02-03,Investment,No,Agent,5
C4_40464,C4_Luxury_Investor,Individual,Other,France,Normandy,1986-02-04,Investment,No,Agent,4
C2_20354,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1988-11-08,Personal Use,Yes,Agent,3
NX_50097,Noise,Individual,Female,Japan,Kyoto,1980-07-09,Investment,No,Social Media,2
C1_10850,C1_Global_Investor,Individual,Female,Japan,Tokyo,1963-07-08,Investment,No,Agent,4
C2_20000,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1994-01-27,Personal Use,Yes,Friend Referral,4
C3_30877,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Ras Al Khaimah,1989-11-07,Investment,Yes,,4
C1_10018,C1_Global_Investor,Individual,Other,UAE,Sharjah,1977-01-12,Investment,No,Direct,5
C2_20637,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1990-12-04,Personal Use,Yes,Friend Referral,4
C2_20667,C2_First_Time_Buyer,Individual,Female,Canada,Alberta,1993-05-06,Personal Use,Yes,Digital,2
C1_10493,C1_Global_Investor,Individual,Female,Germany,Berlin,1990-06-26,Investment,No,Corporate Partnership,5
C2_20347,C2_First_Time_Buyer,Individual,,Canada,Alberta,1989-02-01,Personal Use,Yes,Digital,3
C4_40227,C4_Luxury_Investor,Individual,Other,United Kingdom,London,1966-03-14,Personal Use,Yes,Direct,5
NX_50425,Noise,Individual,Male,United States,Midwest,2002-02-20,Investment,Yes,Agent,5
C4_40114,C4_Luxury_Investor,Individual,Female,United States,Northeast,1985-03-31,Investment,No,Agent,5
C3_30981,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1973-03-14,Investment,Yes,Agent,3
C1_10687,C1_Global_Investor,Individual,Female,Singapore,East Region,1968-04-29,Investment,No,Direct,5
C4_40231,C4_Luxury_Investor,Individual,Male,Switzerland,Zurich,1978-12-01,Investment,No,Friend Referral,5
C2_20608,C2_First_Time_Buyer,Individual,Female,United Kingdom,London,1989-04-11,,Yes,Digital,5
C4_40584,C4_Luxury_Investor,Corporate,Not Applicable,UAE,,1957-12-13,Investment,No,Direct,5
C3_30902,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Ras Al Khaimah,1968-10-29,Personal Use,No,Agent,3
C2_20009,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1994-03-23,Personal Use,Yes,Direct,4
C2_21408,C2_First_Time_Buyer,Individual,Female,United States,Midwest,2001-08-17,Personal Use,Yes,Friend Referral,4
C2_20092,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1989-07-07,Personal Use,Yes,Friend Referral,4
C2_20327,C2_First_Time_Buyer,Individual,Female,United Kingdom,South East,1996-05-16,Personal Use,Yes,Friend Referral,4
C2_20677,C2_First_Time_Buyer,Individual,Other,Canada,British Columbia,1998-04-14,Personal Use,Yes,Digital,2
C2_20999,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1990-12-21,Personal Use,No,Friend Referral,4
C2_20310,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1998-01-31,Personal Use,Yes,,3
C3_30758,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,London,1973-03-19,Investment,No,Corporate Partnership,5
C2_20987,C2_First_Time_Buyer,Individual,Male,United Kingdom,North West,1989-03-28,Personal Use,Yes,Direct,4
C4_40148,C4_Luxury_Investor,Individual,Male,Switzerland,Geneva,1969-11-20,Investment,No,Agent,5
C1_10344,C1_Global_Investor,Individual,Female,UAE,Ras Al Khaimah,1976-08-01,Investment,No,Agent,4
NX_50082,Noise,Individual,Other,UAE,Abu Dhabi,2002-11-19,Investment,No,Direct,2
C1_10986,C1_Global_Investor,Corporate,,Singapore,Central Region,1959-10-08,Investment,No,Direct,5
NX_50144,Noise,Individual,Other,Hong Kong,Kowloon,1983-01-13,Personal Use,No,Digital,1
C4_40307,C4_Luxury_Investor,Individual,Male,UAE,Abu Dhabi,1973-12-21,Investment,No,Corporate Partnership,4
NX_50123,Noise,Corporate,Not Applicable,Germany,Bavaria,1956-03-31,Personal Use,Yes,Agent,1
C4_40502,C4_Luxury_Investor,Individual,Male,Switzerland,Basel,1983-02-18,Investment,No,Direct,5
C3_30591,C3_Corporate_Buyer,Corporate,Not Applicable,United States,West Coast,1978-05-25,Investment,Yes,Digital,4
C4_40461,C4_Luxury_Investor,Corporate,Not Applicable,United Kingdom,Midlands,1986-01-27,Investment,No,Friend Referral,5
C2_20142,C2_First_Time_Buyer,Individual,Other,United Kingdom,North West,2000-04-22,Personal Use,Yes,Social Media,5
C2_21358,C2_First_Time_Buyer,Individual,Other,United States,West Coast,1994-10-20,Personal Use,Yes,Friend Referral,5
C2_20198,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1989-12-02,Personal Use,Yes,Friend Referral,2
C1_10085,C1_Global_Investor,Individual,Female,Australia,Victoria,1971-09-07,Investment,No,Direct,5
C2_20518,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1990-01-26,Investment,Yes,Agent,5
C1_10516,C1_Global_Investor,Individual,Other,Canada,Alberta,1969-04-21,Investment,No,Corporate Partnership,5
C2_20381,C2_First_Time_Buyer,Individual,Female,United States,Southeast,1994-06-03,Personal Use,Yes,Digital,5
C3_30216,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Berlin,1973-09-19,Investment,No,Corporate Partnership,3
